int_rate,loan_amnt,term,grade,home_ownership,annual_inc,purpose
17.49,9000,60,D,MORTGAGE,35000,debt_consolidation
18.79,15000,60,E,RENT,130000,house
19.29,22000,60,E,RENT,58000,debt_consolidation
6.99,14000,36,A,RENT,61000,debt_consolidation
5.99,10000,36,A,MORTGAGE,45336,debt_consolidation
7.49,7200,36,A,RENT,26400,debt_consolidation
7.49,11050,36,A,MORTGAGE,32000,debt_consolidation
7.49,10000,36,A,RENT,130000,debt_consolidation
16.89,3600,60,D,RENT,40000,major_purchase
15.99,6250,60,D,MORTGAGE,60000,car
6.99,15000,36,A,RENT,48000,debt_consolidation
7.49,5000,36,A,MORTGAGE,44000,other
10.59,2500,36,B,RENT,42000,debt_consolidation
15.99,5000,36,D,RENT,45360,debt_consolidation
14.79,6000,36,C,RENT,60000,other
17.49,15000,60,D,MORTGAGE,64704,debt_consolidation
7.49,9600,36,A,RENT,30000,debt_consolidation
5.42,5000,36,A,MORTGAGE,50000,home_improvement
5.99,4800,36,A,MORTGAGE,46576,debt_consolidation
15.23,9700,60,C,MORTGAGE,113000,home_improvement
16.89,11500,60,D,MORTGAGE,73500,debt_consolidation
8.49,9000,36,A,RENT,42000,debt_consolidation
13.49,9600,60,C,MORTGAGE,100000,home_improvement
11.49,6000,36,B,RENT,24000,car
7.49,24000,36,A,RENT,67000,debt_consolidation
20.99,10000,60,F,RENT,100000,debt_consolidation
13.49,4000,60,C,RENT,39000,vacation
9.99,11000,60,B,MORTGAGE,43000,home_improvement
11.99,12000,60,B,RENT,35000,debt_consolidation
10.99,5500,36,B,MORTGAGE,44000,major_purchase
16.49,9000,60,D,RENT,27000,debt_consolidation
16.89,20000,60,D,OWN,48000,debt_consolidation
19.29,28500,60,E,MORTGAGE,56400,house
15.99,5000,60,D,RENT,40000,credit_card
20.99,12000,60,F,MORTGAGE,100000,debt_consolidation
10.99,2000,36,B,OWN,43200,car
6.99,7100,36,A,RENT,95000,car
5.42,10400,36,A,RENT,65000,debt_consolidation
15.99,10800,36,D,RENT,54000,debt_consolidation
18.79,35000,60,E,MORTGAGE,92160,debt_consolidation
15.62,35000,36,D,RENT,80000,debt_consolidation
5.42,11525,36,A,MORTGAGE,106800,home_improvement
16.49,15000,60,D,OWN,88000,debt_consolidation
10.99,20000,60,B,MORTGAGE,76445,debt_consolidation
12.99,17875,60,C,RENT,39672,debt_consolidation
7.49,10200,36,A,MORTGAGE,125000,credit_card
11.99,12000,36,B,RENT,52000,debt_consolidation
12.99,2225,60,C,RENT,25000,car
15.23,35000,36,C,MORTGAGE,300000,debt_consolidation
15.99,9550,60,D,MORTGAGE,50000,credit_card
11.99,3500,36,B,MORTGAGE,68000,other
15.23,4800,36,C,RENT,29004,other
12.99,5000,36,C,MORTGAGE,80000,major_purchase
10.59,2500,36,B,OWN,24000,other
14.79,9500,60,C,RENT,36000,debt_consolidation
5.42,3600,36,A,MORTGAGE,60000,car
17.49,15000,60,D,MORTGAGE,52000,vacation
17.49,4000,60,D,MORTGAGE,60000,major_purchase
13.49,18000,60,C,RENT,69000,debt_consolidation
7.49,2400,36,A,RENT,60000,major_purchase
11.49,6000,36,B,MORTGAGE,48000,car
5.99,10000,36,A,RENT,39204,debt_consolidation
10.99,4250,36,B,RENT,27500,credit_card
10.99,10000,36,B,RENT,42000,debt_consolidation
12.99,5000,60,C,RENT,12000,medical
7.49,6000,36,A,MORTGAGE,30720,debt_consolidation
6.99,7000,36,A,MORTGAGE,73440,car
11.99,5600,36,B,RENT,52884,wedding
7.49,13100,36,A,RENT,71040,car
13.99,12000,36,C,MORTGAGE,60000,debt_consolidation
12.99,5875,36,C,RENT,49680,credit_card
8.49,2250,36,A,RENT,18000,debt_consolidation
19.69,16425,60,E,MORTGAGE,53000,debt_consolidation
14.17,22000,60,C,MORTGAGE,108000,debt_consolidation
20.25,4000,60,F,MORTGAGE,65000,debt_consolidation
11.99,8000,60,B,MORTGAGE,58000,credit_card
7.49,7350,36,A,RENT,44995,credit_card
13.99,3500,36,C,RENT,110000,moving
13.49,17750,36,C,RENT,48000,credit_card
14.79,13200,36,C,MORTGAGE,90888,debt_consolidation
11.99,16000,60,B,MORTGAGE,32000,debt_consolidation
16.40,3400,60,E,OWN,14400,debt_consolidation
23.59,16000,60,G,OWN,35088,major_purchase
18.25,8000,60,F,RENT,45600,debt_consolidation
17.49,30000,60,D,OWN,170004,other
11.99,25000,36,B,MORTGAGE,100000,debt_consolidation
17.49,6000,60,D,RENT,30000,wedding
15.23,6000,36,C,OWN,55000,credit_card
10.99,20000,60,B,MORTGAGE,70000,debt_consolidation
6.99,6000,36,A,RENT,78000,medical
10.59,10000,36,B,MORTGAGE,56820,debt_consolidation
7.49,3000,36,A,RENT,47000,debt_consolidation
8.49,5000,36,A,RENT,24996,debt_consolidation
7.49,6000,36,A,RENT,35000,debt_consolidation
18.39,20800,60,E,RENT,62208,debt_consolidation
7.49,10000,36,A,RENT,30000,debt_consolidation
15.65,28000,60,D,MORTGAGE,56000,small_business
15.23,3000,36,C,RENT,45314,car
7.49,8000,36,A,MORTGAGE,55000,debt_consolidation
16.49,15000,60,D,RENT,135000,medical
5.99,11500,36,A,MORTGAGE,53913,debt_consolidation
17.99,8000,36,E,RENT,30000,wedding
11.49,5000,36,B,MORTGAGE,40000,car
6.99,6000,36,A,MORTGAGE,36000,wedding
10.99,18000,60,B,MORTGAGE,101400,debt_consolidation
15.23,7700,36,C,RENT,63000,debt_consolidation
10.99,10800,60,B,MORTGAGE,36000,home_improvement
15.62,6000,36,D,RENT,35004,other
20.62,17500,60,F,RENT,62880,debt_consolidation
5.42,2000,36,A,MORTGAGE,65000,home_improvement
17.49,12000,36,D,MORTGAGE,60000,small_business
7.49,16000,36,A,RENT,44000,debt_consolidation
17.99,5200,60,E,RENT,54144,other
11.49,12000,36,B,RENT,75000,debt_consolidation
16.89,10000,60,D,MORTGAGE,65000,debt_consolidation
20.62,35000,60,F,MORTGAGE,140000,small_business
11.49,3500,36,B,RENT,31500,debt_consolidation
19.69,3000,60,E,RENT,360000,moving
20.62,18000,60,F,MORTGAGE,110000,debt_consolidation
13.49,35000,60,C,RENT,85000,debt_consolidation
6.99,6000,36,A,RENT,80000,debt_consolidation
9.99,13500,60,B,MORTGAGE,60000,car
16.89,3500,60,D,RENT,14000,car
11.99,10175,60,B,MORTGAGE,53004,debt_consolidation
15.99,15000,36,D,OWN,74000,debt_consolidation
22.11,24000,60,G,RENT,98000,home_improvement
5.42,4000,36,A,RENT,27600,credit_card
7.49,14500,36,A,MORTGAGE,120000,debt_consolidation
10.99,20000,36,B,MORTGAGE,82000,debt_consolidation
13.49,10000,60,C,MORTGAGE,34800,credit_card
5.42,3000,36,A,MORTGAGE,75000,home_improvement
13.49,26000,60,C,RENT,70446.2,debt_consolidation
21.36,11100,60,F,OWN,50000,small_business
7.49,10000,36,A,MORTGAGE,59000,credit_card
11.49,13500,36,B,RENT,201000,debt_consolidation
19.69,10500,60,E,RENT,160000,debt_consolidation
8.49,6250,36,A,MORTGAGE,24000,credit_card
11.99,12000,36,B,MORTGAGE,37596,debt_consolidation
10.99,8000,36,B,RENT,27996,other
15.99,17000,60,D,MORTGAGE,94000,debt_consolidation
18.39,5600,60,E,RENT,67200,small_business
11.99,12000,36,B,RENT,26000,debt_consolidation
15.99,1200,36,D,OWN,25200,home_improvement
12.99,6800,36,C,RENT,39270,debt_consolidation
11.99,16000,60,B,RENT,65000,debt_consolidation
17.99,8400,60,E,MORTGAGE,35000,other
18.79,24000,60,E,MORTGAGE,63052,small_business
15.62,4900,36,D,MORTGAGE,65000,debt_consolidation
11.99,17000,60,B,MORTGAGE,58000,credit_card
7.49,9600,36,A,RENT,21600,moving
18.79,24000,60,E,MORTGAGE,93000,credit_card
20.99,9000,60,F,MORTGAGE,21000,debt_consolidation
12.99,5000,60,C,RENT,43200,other
10.99,5000,36,B,RENT,60000,vacation
10.99,30000,60,B,MORTGAGE,249996,debt_consolidation
18.39,14400,60,E,MORTGAGE,82296,other
14.79,2800,60,C,RENT,20496,other
14.79,6000,60,C,RENT,40000,small_business
19.29,10000,60,E,RENT,91745,major_purchase
11.99,7750,60,B,MORTGAGE,60000,debt_consolidation
5.99,8450,36,A,RENT,30000,debt_consolidation
11.49,9600,60,B,MORTGAGE,75000,debt_consolidation
18.39,25975,60,E,MORTGAGE,55200,debt_consolidation
9.99,11500,36,B,MORTGAGE,108000,vacation
17.49,20000,60,D,MORTGAGE,70800,home_improvement
6.99,18800,36,A,RENT,55000,moving
10.99,10800,36,B,MORTGAGE,50000,debt_consolidation
5.42,4500,36,A,MORTGAGE,25200,debt_consolidation
5.99,10800,36,A,MORTGAGE,63000,debt_consolidation
13.99,8000,60,C,MORTGAGE,66000,major_purchase
10.59,3200,36,B,MORTGAGE,160000,home_improvement
6.99,3500,36,A,MORTGAGE,27600,credit_card
7.49,20000,36,A,MORTGAGE,99996,debt_consolidation
12.99,7000,60,C,RENT,36000,car
7.49,4500,36,A,MORTGAGE,50004,major_purchase
6.99,7000,36,A,OWN,30156,wedding
5.99,9000,36,A,MORTGAGE,140000,home_improvement
16.49,15000,36,D,MORTGAGE,52360,small_business
13.49,7500,36,C,OWN,26886.48,debt_consolidation
10.99,17000,36,B,RENT,78000,credit_card
8.49,10000,36,A,MORTGAGE,45912,credit_card
8.49,6500,36,A,RENT,21600,debt_consolidation
10.99,9000,36,B,OWN,178000,debt_consolidation
10.59,8000,36,B,MORTGAGE,48000,major_purchase
5.99,16000,36,A,MORTGAGE,40000,debt_consolidation
6.99,1050,36,A,RENT,6000,credit_card
13.49,5600,36,C,RENT,40000,house
5.99,6000,36,A,MORTGAGE,72000,home_improvement
17.49,24575,60,D,RENT,84500,debt_consolidation
20.25,19000,60,F,OWN,30720,other
6.99,3200,36,A,MORTGAGE,51996,major_purchase
17.49,21000,60,D,MORTGAGE,100000,credit_card
13.49,10000,36,C,MORTGAGE,39216,debt_consolidation
11.49,4800,60,B,MORTGAGE,65000,home_improvement
5.99,10000,36,A,MORTGAGE,180000,credit_card
11.99,10000,36,B,MORTGAGE,192000,major_purchase
18.39,10000,60,E,RENT,72000,debt_consolidation
13.99,18000,60,C,MORTGAGE,50000,debt_consolidation
7.49,8000,36,A,MORTGAGE,55000,debt_consolidation
13.49,14000,60,C,MORTGAGE,48444,debt_consolidation
8.49,6800,36,A,MORTGAGE,130000,credit_card
19.29,4200,60,E,MORTGAGE,55000,debt_consolidation
17.99,18000,60,E,MORTGAGE,37000,debt_consolidation
7.49,6000,36,A,RENT,65000,debt_consolidation
6.99,14400,36,A,RENT,43000,house
8.49,10000,36,A,OWN,35000,small_business
5.99,10000,36,A,MORTGAGE,50004,home_improvement
11.99,16500,60,B,RENT,75000,debt_consolidation
15.62,20000,36,D,MORTGAGE,80000,debt_consolidation
17.49,3500,60,D,RENT,56004,other
13.99,10000,36,C,MORTGAGE,55000,debt_consolidation
5.99,3000,36,A,MORTGAGE,112000,major_purchase
14.79,10750,60,C,MORTGAGE,45000,debt_consolidation
10.99,4000,36,B,RENT,70000,debt_consolidation
10.99,12000,36,B,MORTGAGE,115800,debt_consolidation
7.49,10000,36,A,RENT,90000,small_business
19.29,10000,60,E,OWN,73000,debt_consolidation
11.99,9325,60,B,RENT,32020,credit_card
6.99,6000,36,A,RENT,34000,debt_consolidation
5.99,4125,36,A,MORTGAGE,60000,car
11.49,4500,36,B,RENT,42000,other
8.49,6000,36,A,RENT,70000,major_purchase
11.99,3500,36,B,RENT,27048,debt_consolidation
13.49,9975,60,C,MORTGAGE,60000,other
12.99,10000,36,C,RENT,35238.48,debt_consolidation
5.99,12000,36,A,MORTGAGE,75000,home_improvement
21.74,20000,60,F,OWN,45444,debt_consolidation
13.49,4200,36,C,MORTGAGE,52000,debt_consolidation
17.51,8325,60,E,RENT,30000,debt_consolidation
13.49,3000,36,C,RENT,85000,credit_card
15.99,4000,36,D,RENT,32160,medical
5.42,12000,36,A,MORTGAGE,33600,debt_consolidation
16.49,2400,60,D,RENT,14400,car
15.62,7000,36,D,RENT,27600,debt_consolidation
8.49,2000,36,A,RENT,28800,car
19.29,25000,60,E,MORTGAGE,105000,debt_consolidation
10.99,14000,36,B,MORTGAGE,59000,debt_consolidation
5.99,8250,36,A,MORTGAGE,53329,car
8.49,10000,36,A,RENT,62000,debt_consolidation
11.99,17400,36,B,RENT,82000,credit_card
19.29,5000,60,E,RENT,36000,other
13.99,15000,60,C,RENT,121500,major_purchase
8.49,18000,36,A,RENT,132000,credit_card
13.99,11250,60,C,MORTGAGE,64000,debt_consolidation
7.49,11300,36,A,RENT,71000,debt_consolidation
11.49,12000,60,B,MORTGAGE,53000,debt_consolidation
10.59,4750,60,B,MORTGAGE,45000,debt_consolidation
13.49,1600,36,C,MORTGAGE,28500,home_improvement
7.49,10000,36,A,MORTGAGE,73000,small_business
10.99,20000,36,B,MORTGAGE,69600,debt_consolidation
13.49,16000,36,C,MORTGAGE,55000,small_business
11.99,10000,36,B,RENT,64000,small_business
16.49,5000,60,D,RENT,48000,moving
7.49,6600,36,A,MORTGAGE,120000,debt_consolidation
10.99,6000,60,B,RENT,25000,major_purchase
17.49,5000,60,D,OWN,40896,debt_consolidation
5.42,12000,36,A,MORTGAGE,150000,debt_consolidation
16.89,8000,60,D,MORTGAGE,61056,car
17.99,6400,60,E,MORTGAGE,62000,car
6.99,2400,36,A,MORTGAGE,38400,car
20.99,28000,60,F,MORTGAGE,80400,debt_consolidation
11.99,19700,60,B,MORTGAGE,37800,debt_consolidation
12.99,1800,36,C,MORTGAGE,48000,major_purchase
17.49,30000,60,D,RENT,114996,debt_consolidation
13.99,4000,36,C,RENT,44700,debt_consolidation
7.49,3600,36,A,RENT,51300,other
18.39,5000,60,E,RENT,18000,debt_consolidation
7.49,12500,36,A,RENT,49000,debt_consolidation
12.99,8000,60,C,MORTGAGE,35000,home_improvement
12.99,4800,60,C,RENT,59004,major_purchase
17.49,2500,36,D,RENT,43000,debt_consolidation
13.49,14100,60,C,MORTGAGE,61000,home_improvement
7.49,15000,36,A,MORTGAGE,90000,home_improvement
11.99,30000,60,B,RENT,100000,home_improvement
13.49,4000,36,C,OWN,107000,credit_card
19.29,11325,60,E,RENT,48000,debt_consolidation
13.99,3000,36,C,RENT,53000,other
11.99,20000,36,B,MORTGAGE,65000,debt_consolidation
7.66,17475,36,A,RENT,35000,debt_consolidation
9.99,12000,36,B,RENT,72000,debt_consolidation
13.99,3200,36,C,RENT,30000,credit_card
16.89,7500,60,D,RENT,21600,major_purchase
8.49,13000,36,A,MORTGAGE,222000,home_improvement
12.99,2400,36,C,RENT,48000,major_purchase
11.99,20000,36,B,MORTGAGE,100970,small_business
7.49,20375,36,A,RENT,54000,debt_consolidation
9.99,9000,36,B,RENT,46200,car
8.49,10000,36,A,RENT,80000,moving
13.49,3600,36,C,OWN,48000,credit_card
10.00,13000,60,B,MORTGAGE,44004,debt_consolidation
6.00,6400,60,E,RENT,75000,debt_consolidation
21.74,25000,60,F,MORTGAGE,45000,debt_consolidation
15.99,18000,60,D,MORTGAGE,40518,small_business
16.89,21500,60,D,RENT,100000,house
11.99,2000,36,B,RENT,76248,other
10.99,5600,36,B,OWN,66000,home_improvement
15.99,10000,60,D,RENT,105000,debt_consolidation
13.49,10000,60,C,MORTGAGE,128000,home_improvement
9.99,3500,60,B,MORTGAGE,67200,major_purchase
13.99,15000,60,C,MORTGAGE,95000,home_improvement
13.49,35000,60,C,MORTGAGE,150000,major_purchase
17.99,14400,60,E,MORTGAGE,249996,home_improvement
11.99,15875,60,B,RENT,60000,credit_card
13.49,14400,36,C,RENT,79820,major_purchase
21.74,20500,60,F,MORTGAGE,56300,debt_consolidation
10.99,6500,60,B,MORTGAGE,63000,home_improvement
11.49,6400,36,B,MORTGAGE,36000,debt_consolidation
12.99,6000,36,C,RENT,50000,debt_consolidation
7.49,10200,36,A,MORTGAGE,125000,debt_consolidation
16.89,30000,60,D,MORTGAGE,99996,debt_consolidation
5.99,6075,36,A,MORTGAGE,37000,home_improvement
5.42,3000,36,A,RENT,57000,debt_consolidation
10.59,2650,36,B,RENT,46728,debt_consolidation
7.49,2400,36,A,MORTGAGE,150600,car
8.49,3600,36,A,RENT,30000,credit_card
7.49,12000,36,A,RENT,32000,debt_consolidation
13.49,20000,60,C,MORTGAGE,75000,other
12.99,21000,60,C,MORTGAGE,130000,home_improvement
11.99,6000,36,B,RENT,100000,credit_card
10.59,1450,60,B,OWN,24000,debt_consolidation
20.62,35000,60,F,MORTGAGE,220000,debt_consolidation
10.99,15350,60,B,MORTGAGE,125000,home_improvement
7.49,12500,36,A,RENT,98850,debt_consolidation
7.49,9050,36,A,MORTGAGE,42000,debt_consolidation
13.49,5000,36,C,MORTGAGE,114996,debt_consolidation
5.42,6000,36,A,OWN,42000,car
5.42,4000,36,A,MORTGAGE,54000,debt_consolidation
13.99,12000,36,C,MORTGAGE,36000,debt_consolidation
11.99,15000,60,B,MORTGAGE,65000,debt_consolidation
21.36,8000,60,F,MORTGAGE,50000,home_improvement
19.29,17850,60,E,RENT,32000,credit_card
10.99,13200,60,B,RENT,42000,debt_consolidation
10.99,4000,36,B,MORTGAGE,35000,debt_consolidation
10.99,8975,36,B,RENT,52800,car
18.39,30000,60,E,MORTGAGE,140000,home_improvement
15.99,7500,36,D,MORTGAGE,85000,debt_consolidation
10.59,5000,60,B,MORTGAGE,108000,home_improvement
11.49,6000,60,B,MORTGAGE,72000,car
5.99,4800,36,A,OWN,50000,home_improvement
11.99,6000,36,B,MORTGAGE,72000,home_improvement
5.42,12000,36,A,MORTGAGE,72000,other
15.99,15500,60,D,MORTGAGE,49000,debt_consolidation
11.49,16000,60,B,MORTGAGE,73000,medical
6.99,14400,36,A,MORTGAGE,92000,debt_consolidation
12.99,7000,36,C,RENT,65000,wedding
14.79,6000,60,C,MORTGAGE,38480,home_improvement
10.99,3150,36,B,RENT,15300,debt_consolidation
7.49,5000,36,A,MORTGAGE,26004,debt_consolidation
11.49,17000,60,B,MORTGAGE,50000,major_purchase
5.42,4000,36,A,MORTGAGE,45000,other
15.99,15000,36,D,OWN,80000,debt_consolidation
8.49,12000,60,A,RENT,60000,debt_consolidation
13.49,14100,36,C,RENT,48000,debt_consolidation
16.89,9000,36,D,RENT,36000,debt_consolidation
10.99,11200,36,B,MORTGAGE,132000,other
13.99,30000,60,C,MORTGAGE,195000,debt_consolidation
14.79,20000,36,C,MORTGAGE,120602.4,credit_card
6.99,10000,36,A,RENT,30000,debt_consolidation
8.49,9000,36,A,MORTGAGE,91200,other
19.29,20000,36,E,RENT,130000,debt_consolidation
7.49,10200,36,A,RENT,42000,debt_consolidation
6.99,7200,36,A,RENT,34200,car
11.99,33000,60,B,MORTGAGE,150000,home_improvement
13.99,20000,60,C,OWN,50004,debt_consolidation
9.99,7000,36,B,RENT,35350,debt_consolidation
10.59,3200,36,B,RENT,28000,debt_consolidation
17.99,17050,60,E,RENT,35000,debt_consolidation
14.79,20000,60,C,MORTGAGE,95000,debt_consolidation
5.99,8000,36,A,MORTGAGE,50000,major_purchase
18.79,9250,60,E,MORTGAGE,53376,debt_consolidation
10.59,15000,36,B,RENT,74028,debt_consolidation
16.49,15600,60,D,MORTGAGE,30720,debt_consolidation
12.99,9200,60,C,RENT,80000,debt_consolidation
13.49,4250,36,C,RENT,45600,credit_card
10.99,19400,60,B,MORTGAGE,140000,debt_consolidation
12.99,18000,60,C,RENT,138257,moving
14.79,25000,60,C,RENT,65000,credit_card
5.99,6500,36,A,RENT,42000,car
11.49,10425,36,B,MORTGAGE,98320,debt_consolidation
6.99,10000,36,A,RENT,41000,major_purchase
5.42,4800,36,A,RENT,48000,other
17.49,3200,36,D,RENT,35004,other
9.99,3000,60,B,MORTGAGE,30000,car
16.89,16000,60,D,RENT,28056,debt_consolidation
22.11,30000,60,G,MORTGAGE,156600,debt_consolidation
10.99,16000,60,B,MORTGAGE,65000,debt_consolidation
12.99,9600,36,C,RENT,78000,debt_consolidation
7.49,6000,36,A,RENT,75000,debt_consolidation
5.42,5400,36,A,OWN,33600,car
11.99,10000,36,B,RENT,45000,car
13.49,14000,36,C,MORTGAGE,69996,debt_consolidation
12.99,4000,36,C,RENT,27993,debt_consolidation
11.49,12000,60,B,RENT,93318,other
19.69,4000,60,E,OWN,34800,debt_consolidation
10.99,2000,36,B,RENT,32496,debt_consolidation
15.99,10000,36,D,MORTGAGE,90000,home_improvement
7.49,12000,36,A,RENT,76663,debt_consolidation
13.49,5000,36,C,RENT,68004,other
19.69,28800,60,E,MORTGAGE,92000,debt_consolidation
19.29,25000,60,E,RENT,105000,home_improvement
13.49,25975,60,C,MORTGAGE,61000,debt_consolidation
14.79,5725,36,C,MORTGAGE,22404,debt_consolidation
15.99,8000,60,D,RENT,65000,medical
8.49,5000,36,A,MORTGAGE,131004,other
6.99,6725,36,A,MORTGAGE,36000,debt_consolidation
10.59,12000,60,B,MORTGAGE,56000,home_improvement
14.79,6000,60,C,RENT,84996,other
10.99,2000,60,B,RENT,16000,other
12.99,8000,60,C,MORTGAGE,46800,car
18.79,25000,60,E,MORTGAGE,85000,small_business
6.99,1500,36,A,RENT,71000,house
5.99,5500,36,A,RENT,15085,major_purchase
8.49,9000,36,A,MORTGAGE,95000,other
10.59,12000,36,B,OWN,57000,debt_consolidation
13.49,9000,60,C,MORTGAGE,39000,major_purchase
5.99,7000,36,A,MORTGAGE,120000,major_purchase
13.49,15000,36,C,RENT,36000,debt_consolidation
8.49,14125,36,A,RENT,39000,other
13.49,12800,60,C,MORTGAGE,48000,debt_consolidation
9.99,4125,36,B,MORTGAGE,60000,debt_consolidation
10.99,5000,36,B,RENT,42000,home_improvement
11.99,14000,60,B,MORTGAGE,75000,debt_consolidation
13.49,4000,60,C,RENT,45000,car
5.42,4200,36,A,RENT,93000,other
13.49,5000,36,C,MORTGAGE,120000,home_improvement
11.99,4500,60,B,MORTGAGE,42000,major_purchase
7.49,7000,36,A,RENT,52000,debt_consolidation
20.62,25975,60,F,RENT,57491,small_business
13.49,11000,60,C,RENT,50400,debt_consolidation
10.99,12000,36,B,MORTGAGE,100000,debt_consolidation
18.39,8000,60,E,MORTGAGE,36000,debt_consolidation
10.99,5000,36,B,RENT,75000,debt_consolidation
7.49,4500,36,A,MORTGAGE,66000,home_improvement
14.79,5600,60,C,OWN,30000,other
10.37,25000,36,B,MORTGAGE,210000,credit_card
20.62,6000,60,F,MORTGAGE,165000,home_improvement
19.29,13475,60,E,OWN,27000,credit_card
18.62,9325,60,F,MORTGAGE,19200,major_purchase
11.49,5600,60,B,MORTGAGE,65000,debt_consolidation
19.29,35000,60,E,MORTGAGE,65000,debt_consolidation
8.49,11500,36,A,RENT,22188,debt_consolidation
7.49,21000,36,A,MORTGAGE,90000,other
17.49,30000,60,D,MORTGAGE,68004,debt_consolidation
20.25,20000,60,F,RENT,50000,major_purchase
10.99,14500,36,B,OWN,36000,other
10.99,13000,36,B,RENT,46000,medical
7.49,12000,36,A,OWN,110400,debt_consolidation
11.49,12250,36,B,RENT,36000,debt_consolidation
12.99,5000,60,C,RENT,48000,car
15.23,13100,60,C,MORTGAGE,78000,debt_consolidation
8.49,2400,36,A,RENT,40000,debt_consolidation
9.99,5600,36,B,RENT,30000,debt_consolidation
12.99,6000,36,C,MORTGAGE,84996,home_improvement
8.49,15000,36,A,MORTGAGE,60000,home_improvement
8.49,12000,60,A,MORTGAGE,108000,credit_card
11.99,25000,60,B,OWN,144240,other
18.39,8000,60,E,RENT,60000,debt_consolidation
10.59,8000,36,B,RENT,41600,car
20.25,15250,60,F,OWN,45000,debt_consolidation
13.99,6000,60,C,RENT,13800,car
5.42,3200,36,A,MORTGAGE,60000,home_improvement
9.99,15050,36,B,RENT,37800,credit_card
15.23,5200,60,C,MORTGAGE,72000,car
17.99,10000,60,E,RENT,51600,car
13.49,25000,60,C,MORTGAGE,94860,home_improvement
7.49,12000,36,A,MORTGAGE,69900,debt_consolidation
13.49,6250,36,C,MORTGAGE,86000,debt_consolidation
15.23,7500,36,C,MORTGAGE,92004,other
11.99,8000,60,B,MORTGAGE,65000,home_improvement
13.49,7475,36,C,MORTGAGE,42320,credit_card
13.49,20000,60,C,RENT,39996,major_purchase
11.49,25000,60,B,MORTGAGE,62000,debt_consolidation
8.49,4900,36,A,RENT,50000,debt_consolidation
16.49,4800,36,D,RENT,32000,vacation
17.49,9000,60,D,RENT,67596,debt_consolidation
19.29,28000,60,E,MORTGAGE,160000,debt_consolidation
19.29,24000,60,E,RENT,40000,debt_consolidation
11.99,7000,60,B,MORTGAGE,106452,other
17.49,12000,36,D,OWN,36000,debt_consolidation
16.89,6000,60,D,RENT,40000,small_business
17.99,16000,36,E,RENT,60000,debt_consolidation
7.49,11000,36,A,OWN,45000,debt_consolidation
9.99,11500,36,B,MORTGAGE,74263,debt_consolidation
11.99,3000,36,B,RENT,45000,credit_card
5.99,7000,36,A,RENT,175436,small_business
13.49,2400,36,C,RENT,60000,debt_consolidation
11.49,5000,60,B,MORTGAGE,54000,debt_consolidation
11.49,29000,60,B,MORTGAGE,93000,debt_consolidation
10.99,20000,60,B,MORTGAGE,110000,debt_consolidation
14.79,5000,36,C,MORTGAGE,36000,home_improvement
15.99,4000,36,D,RENT,45000,credit_card
6.99,8000,36,A,MORTGAGE,69912,credit_card
6.99,3000,36,A,MORTGAGE,54072,major_purchase
9.99,5000,36,B,MORTGAGE,65000,home_improvement
7.49,6000,36,A,MORTGAGE,102000,major_purchase
7.49,4000,36,A,MORTGAGE,45000,other
8.49,5000,36,A,MORTGAGE,80476.97,credit_card
17.49,10000,60,D,MORTGAGE,180000,home_improvement
10.99,1400,36,B,MORTGAGE,53408,debt_consolidation
8.49,7000,36,A,OWN,120000,car
15.23,20000,60,C,RENT,60504,debt_consolidation
18.39,25000,60,E,MORTGAGE,72000,debt_consolidation
13.49,28000,60,C,MORTGAGE,90000,debt_consolidation
13.49,10000,60,C,OWN,40000,house
14.79,18000,60,C,RENT,48000,debt_consolidation
10.99,24000,36,B,RENT,78000,credit_card
7.49,6400,36,A,MORTGAGE,45000,debt_consolidation
8.49,10000,36,A,MORTGAGE,68000,debt_consolidation
10.99,4000,36,B,RENT,20000,debt_consolidation
6.99,5000,36,A,MORTGAGE,48000,car
16.49,8000,36,D,MORTGAGE,51000,credit_card
15.99,3600,36,D,RENT,21112,debt_consolidation
11.49,1200,36,B,MORTGAGE,42000,car
7.49,13800,36,A,RENT,117500,debt_consolidation
12.99,6600,36,C,MORTGAGE,24996,debt_consolidation
5.42,4200,36,A,RENT,62000,small_business
8.49,1500,36,A,RENT,32004,other
17.99,3500,60,E,MORTGAGE,116004,other
18.25,20000,60,F,MORTGAGE,120000,debt_consolidation
11.99,17500,60,B,MORTGAGE,50000,home_improvement
18.79,13750,60,E,RENT,41004,other
11.99,33000,60,B,OWN,170000,debt_consolidation
16.49,9100,60,D,MORTGAGE,93330,car
16.89,27000,36,D,RENT,85399,debt_consolidation
9.99,6500,36,B,RENT,63360,other
11.99,6000,36,B,MORTGAGE,29004,debt_consolidation
14.79,5000,36,C,MORTGAGE,130000,other
7.49,10000,36,A,RENT,44000,other
18.79,19600,60,E,MORTGAGE,85000,debt_consolidation
5.99,7000,36,A,MORTGAGE,50000,other
6.99,1400,36,A,RENT,25200,car
11.99,5000,36,B,RENT,96000,other
16.89,30000,36,D,RENT,75000,small_business
10.99,4650,36,B,RENT,48000,other
10.99,1000,36,B,MORTGAGE,37000,other
19.69,35000,36,E,MORTGAGE,270000,debt_consolidation
5.42,11200,36,A,RENT,36000,car
11.49,4500,60,B,MORTGAGE,16884,debt_consolidation
10.37,1950,36,B,RENT,16800,small_business
12.99,18225,60,C,MORTGAGE,48996,debt_consolidation
